date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:58:21	21780/21780	---M--	200	added ('OK')	font/woff2	etag:%22556137cc-5514%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/linear-icons-font/fonts/Linearicons-Free.woff2?w118d	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.woff2	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/linear-icons-font/style.css)
14:58:21	55696/55696	---M--	200	added ('OK')	font/woff	etag:%22556137c6-d990%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/linear-icons-font/fonts/Linearicons-Free.woff?w118d	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.woff	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/linear-icons-font/style.css)
14:58:21	55620/55620	---M--	200	added ('OK')	application/octet-stream	etag:%22556137c6-d944%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/linear-icons-font/fonts/Linearicons-Free.ttf?w118d	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.ttf	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/linear-icons-font/style.css)
14:58:22	205847/205847	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22556137c6-32417%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/linear-icons-font/fonts/Linearicons-Free.svg?w118d	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.svg	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/linear-icons-font/style.css)
14:58:22	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:22	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400d41d.eot	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:23	76548/76548	---M--	200	added ('OK')	font/woff2	etag:%225e39dcac-12b04%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff2	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:23	89824/89824	---M--	200	added ('OK')	font/woff	etag:%225e39dcac-15ee0%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:23	132728/132728	---M--	200	added ('OK')	application/octet-stream	etag:%225e39dcac-20678%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.ttf	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:24	715890/715890	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e39dcac-aec72%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.svg	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:24	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:24	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400d41d.eot	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:25	13600/13600	---M--	200	added ('OK')	font/woff2	etag:%225e39dcac-3520%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff2	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:25	16800/16800	---M--	200	added ('OK')	font/woff	etag:%225e39dcac-41a0%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:25	34092/34092	---M--	200	added ('OK')	application/octet-stream	etag:%225e39dcac-852c%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.ttf	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:26	144322/144322	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e39dcac-233c2%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.svg	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:26	194078/194078	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.eot	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:26	194078/194078	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900d41d.eot	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:27	76120/76120	---M--	200	added ('OK')	font/woff2	etag:%225e39dcac-12958%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff2	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:27	99004/99004	---M--	200	added ('OK')	font/woff	etag:%225e39dcac-182bc%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:27	193792/193792	---M--	200	added ('OK')	application/octet-stream	etag:%225e39dcac-2f500%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.ttf	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:28	849240/849240	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e39dcac-cf558%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.svg	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
14:58:28	15572/15572	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2030%20Nov%202012%2004:46:36%20GMT	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/linecons/fonts/linecons.eot	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/linecons/fonts/linecons.eot	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/css/fonts/linecons/style.css)
14:58:28	4560/4560	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2014:14:56%20GMT	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/portfolio-project-3.html	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/portfolio-project-3.html	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/portfolio-project-2.html)
14:58:28	54266/54266	---M--	200	added ('OK')	image/jpeg	etag:%225de90e08-d3fa%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/img/portfolio/full/1.jpg	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/img/portfolio/full/1.jpg	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/portfolio-project-2.html)
14:58:29	72142/72142	---M--	200	added ('OK')	image/jpeg	etag:%225de90e08-119ce%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/img/portfolio/full/2.jpg	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/img/portfolio/full/2.jpg	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/portfolio-project-2.html)
14:58:29	144212/144212	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0a-23354%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/img/blog/blog_post_1_full.jpg	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/img/blog/blog_post_1_full.jpg	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/blog-post-1.html)
14:58:30	401209/401209	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0a-61f39%22	https://lmpixels.com/demo/Daniel-html-new/full-width-dark/img/blog/blog_post_2_full.jpg	C:/My%20Web%20Sites/Daniel/lmpixels.com/demo/Daniel-html-new/full-width-dark/img/blog/blog_post_2_full.jpg	(from https://lmpixels.com/demo/Daniel-html-new/full-width-dark/blog-post-1.html)
